pmp_GMean_Speedup,pmp_Mean_Baseline_IPC,pmp_Mean_PMP_IPC,pmp_Mean_Overall_Accuracy,pmp_Mean_LLC_Coverage,pmp_Mean_Late_Ratio,pmp_Mean_L1D_Accuracy,pmp_Mean_L2C_Accuracy,pmp_Mean_L1D_Useful,pmp_Mean_L1D_Useless,pmp_Mean_L2C_Useful,pmp_Mean_L2C_Useless
1.1672,1.9559,2.2157,0.5933,0.6436,0.1193,0.6308,0.5857,10214.6465,1507.9091,16537.1616,35487.9899
