workload,ipc_no,ipc_adaptive,speedup_adaptive,accuracy_overall_adaptive,coverage_llc_adaptive,accuracy_l1d_adaptive,accuracy_l2c_adaptive,pmp_L1D_Useful,pmp_L1D_Useless,pmp_L2C_Useful,pmp_L2C_Useless,ipc_default,speedup_default,accuracy_overall_default,coverage_llc_default,accuracy_l1d_default,accuracy_l2c_default
ya_warmup5000000_sim5000000-473.astar-42B,0.5425,0.5083,0.9369,0.0420,0.0000,0.1420,0.0269,7356,44454,9254,334841,0.5724,1.0551,0.0850,0.4660,0.1121,0.0441
ya_warmup5000000_sim5000000-410.bwaves-2097B,0.6946,1.5349,2.2098,0.9997,0.7385,0.9994,1.0000,37814,23,28492,0,1.4123,2.0333,0.9827,0.7164,0.9827,1.0000
ya_warmup5000000_sim5000000-459.GemsFDTD-1320B,1.9051,2.6778,1.4056,0.3073,0.8413,0.2549,0.3099,459,1342,11253,25053,1.9817,1.0402,0.1325,0.2536,0.1875,0.0319
ya_warmup5000000_sim5000000-471.omnetpp-188B,0.4150,0.3602,0.8680,0.2608,0.4512,0.3868,0.2606,123,195,56998,161739,0.3717,0.8957,0.2159,0.2175,0.2570,0.2071
ya_warmup5000000_sim5000000-444.namd-321B,3.5535,3.5737,1.0057,0.6343,0.9424,0.6093,0.9792,1210,776,141,3,3.5710,1.0049,0.4497,0.8796,0.4463,1.0000
ya_warmup5000000_sim5000000-459.GemsFDTD-765B,0.9300,1.1377,1.2234,0.4824,0.5769,0.9903,0.3321,12480,122,14146,28445,1.0855,1.1672,0.4850,0.5235,0.9081,0.2492
ya_warmup5000000_sim5000000-437.leslie3d-149B,2.3525,3.5091,1.4916,0.6033,0.8494,0.8601,0.5580,4630,753,17055,13507,3.4271,1.4568,0.6535,0.8130,0.7642,0.5011
ya_warmup5000000_sim5000000-435.gromacs-228B,3.8899,3.9361,1.0119,0.6205,0.7777,0.2342,1.0000,181,592,787,0,3.9286,1.0100,0.2846,0.4967,0.2474,1.0000
ya_warmup5000000_sim5000000-459.GemsFDTD-1211B,1.0403,1.3421,1.2901,0.5427,0.6411,0.9889,0.4154,11275,126,16593,23356,1.2370,1.1891,0.5281,0.5643,0.8907,0.3148
ya_warmup5000000_sim5000000-429.mcf-184B,0.1000,0.1354,1.3534,0.3328,0.5450,0.0000,0.3328,0,0,217505,436019,0.1188,1.1872,0.1635,0.2281,0.0038,0.1859
ya_warmup5000000_sim5000000-436.cactusADM-1804B,1.9157,2.2631,1.1813,0.9949,0.5113,0.9522,0.9984,518,26,6732,11,2.2558,1.1775,0.7204,0.5175,0.6731,0.9882
ya_warmup5000000_sim5000000-444.namd-166B,3.4260,3.5749,1.0434,0.7906,0.8506,0.6157,1.0000,846,528,1148,0,3.5861,1.0467,0.5374,0.8757,0.5017,1.0000
ya_warmup5000000_sim5000000-482.sphinx3-234B,1.0954,1.8368,1.6769,0.6465,0.8576,0.9802,0.5756,13430,271,37115,27363,1.7689,1.6148,0.6923,0.7757,0.8127,0.6032
ya_warmup5000000_sim5000000-600.perlbench_s-210B,3.1553,3.1556,1.0001,0.5083,0.5511,0.2811,0.6943,61,156,184,81,3.1564,1.0003,0.3263,0.4462,0.2560,0.8559
ya_warmup5000000_sim5000000-465.tonto-44B,2.4630,2.4622,0.9997,0.6186,0.5755,0.7619,0.5789,16,5,44,32,2.4621,0.9997,0.6282,0.5000,0.7931,0.5306
ya_warmup5000000_sim5000000-473.astar-359B,0.1571,0.1623,1.0333,0.1095,0.2740,0.1971,0.1065,1542,6282,24967,209384,0.1688,1.0747,0.1192,0.3194,0.1290,0.0963
ya_warmup5000000_sim5000000-483.xalancbmk-716B,2.5160,2.6593,1.0570,0.3140,0.5642,0.3442,0.2240,5403,10296,1180,4087,2.6275,1.0443,0.5552,0.4428,0.5602,0.2604
ya_warmup5000000_sim5000000-401.bzip2-226B,3.3208,3.3282,1.0022,0.9987,0.7762,0.9987,1.0000,1503,2,13,0,3.3280,1.0022,0.9300,0.7670,0.9300,0.0000
ya_warmup5000000_sim5000000-470.lbm-1274B,0.3654,0.3323,0.9093,0.9057,0.7755,0.9055,1.0000,27697,2890,55,0,0.3327,0.9103,0.8825,0.7710,0.8825,0.0000
ya_warmup5000000_sim5000000-454.calculix-460B,3.2050,3.4830,1.0867,0.8468,0.9017,0.8714,0.8097,18232,2691,11229,2639,3.4979,1.0914,0.7897,0.8998,0.7910,0.7447
ya_warmup5000000_sim5000000-437.leslie3d-271B,1.9342,3.7552,1.9415,0.9902,0.9598,0.9923,0.5455,11744,91,30,25,3.7527,1.9402,0.9917,0.9598,0.9917,0.0000
ya_warmup5000000_sim5000000-435.gromacs-111B,2.3914,2.4107,1.0081,0.5731,0.8826,0.1838,0.7122,86,382,933,377,2.4102,1.0078,0.3365,0.8340,0.1987,0.6219
ya_warmup5000000_sim5000000-429.mcf-217B,1.5601,2.6166,1.6772,0.7932,0.8557,0.8991,0.7761,4715,529,25113,7247,2.5826,1.6555,0.7780,0.8430,0.8252,0.6868
ya_warmup5000000_sim5000000-429.mcf-22B,0.7236,0.7601,1.0504,0.4876,0.3748,0.9478,0.4693,2397,132,29771,33666,0.7675,1.0606,0.5437,0.3315,0.6762,0.4865
ya_warmup5000000_sim5000000-453.povray-800B,2.4652,2.4725,1.0029,0.3777,0.8085,0.3541,0.6992,592,1080,86,37,2.4572,0.9968,0.3144,0.7518,0.3127,0.9808
ya_warmup5000000_sim5000000-465.tonto-1914B,2.5620,2.5870,1.0098,0.4971,0.5690,0.8405,0.2714,1655,314,813,2183,2.5813,1.0075,0.6029,0.5200,0.6521,0.2265
ya_warmup5000000_sim5000000-453.povray-887B,2.4918,2.4951,1.0013,0.4273,0.8361,0.4171,0.9459,785,1097,35,2,2.4834,0.9966,0.3268,0.8689,0.3262,0.8571
ya_warmup5000000_sim5000000-401.bzip2-38B,1.7206,2.0754,1.2062,0.8310,0.9650,0.0000,0.8310,0,1,14866,3023,2.0716,1.2040,0.8371,0.9548,0.3518,0.8654
ya_warmup5000000_sim5000000-459.GemsFDTD-1418B,1.3022,2.1473,1.6490,0.8898,0.7812,0.8633,0.8995,6017,953,17311,1935,2.1601,1.6588,0.8661,0.7835,0.8526,0.9216
ya_warmup5000000_sim5000000-483.xalancbmk-127B,0.5469,0.5710,1.0442,0.2281,0.4757,0.3234,0.2278,283,592,65873,223289,0.6130,1.1209,0.2753,0.4675,0.3443,0.2610
ya_warmup5000000_sim5000000-481.wrf-1170B,3.0005,3.0417,1.0137,0.9405,0.5427,0.4000,0.9982,48,72,1121,2,3.0415,1.0137,0.3372,0.4765,0.2095,0.9924
ya_warmup5000000_sim5000000-464.h264ref-64B,2.4570,2.8020,1.1404,0.4968,0.8952,0.7809,0.4696,1704,478,10682,12066,2.7558,1.1216,0.5760,0.8212,0.6620,0.4357
ya_warmup5000000_sim5000000-445.gobmk-17B,1.4084,1.4493,1.0290,0.2308,0.6242,0.1294,0.2321,22,148,3116,10309,1.4421,1.0239,0.2147,0.5451,0.2325,0.2089
ya_warmup5000000_sim5000000-464.h264ref-30B,2.8339,2.8266,0.9974,0.4817,0.4625,0.8543,0.1231,2164,369,324,2308,2.8275,0.9977,0.5998,0.3997,0.7655,0.1554
ya_warmup5000000_sim5000000-433.milc-274B,1.1056,1.1510,1.0410,0.5302,0.5596,0.9992,0.3315,18306,14,14338,28912,1.2099,1.0943,0.9251,0.4706,0.9517,0.2219
ya_warmup5000000_sim5000000-403.gcc-48B,3.3697,3.5056,1.0403,0.4728,0.7151,0.3607,0.4962,110,195,724,735,3.4815,1.0332,0.4430,0.6532,0.4420,0.4557
ya_warmup5000000_sim5000000-444.namd-44B,3.5860,3.6333,1.0132,0.7265,0.6095,0.6298,1.0000,638,375,358,0,3.6239,1.0106,0.4539,0.4971,0.4275,1.0000
ya_warmup5000000_sim5000000-600.perlbench_s-570B,3.3075,3.3058,0.9995,0.6977,0.5087,0.2605,0.9406,56,159,364,23,3.3047,0.9992,0.3153,0.3420,0.1863,0.9673
ya_warmup5000000_sim5000000-456.hmmer-88B,3.1331,3.1556,1.0072,0.6938,0.4127,0.6499,0.7018,542,292,3206,1362,3.1523,1.0061,0.6240,0.2252,0.6847,0.4029
ya_warmup5000000_sim5000000-435.gromacs-226B,3.8724,3.9348,1.0161,0.6222,0.7460,0.2356,1.0000,172,558,747,0,3.9286,1.0145,0.2653,0.4636,0.2380,1.0000
ya_warmup5000000_sim5000000-458.sjeng-31B,1.3779,1.3744,0.9974,0.0378,0.0774,0.0862,0.0365,28,297,439,11583,1.3760,0.9986,0.0495,0.0671,0.1014,0.0268
ya_warmup5000000_sim5000000-437.leslie3d-273B,2.2601,3.0967,1.3702,0.9740,0.8424,0.9349,0.9860,4742,330,16174,229,3.0704,1.3585,0.8956,0.8073,0.8636,0.9800
ya_warmup5000000_sim5000000-400.perlbench-41B,1.2087,1.2178,1.0076,0.1886,0.5464,0.1919,0.1885,99,417,16429,70713,1.1791,0.9755,0.1786,0.3993,0.2161,0.1711
ya_warmup5000000_sim5000000-464.h264ref-57B,2.7651,2.7862,1.0076,0.4757,0.6135,0.8272,0.2616,2298,480,1193,3367,2.7863,1.0077,0.5563,0.5598,0.7184,0.2658
ya_warmup5000000_sim5000000-429.mcf-192B,0.0911,0.1236,1.3567,0.3637,0.5879,0.0000,0.3637,0,0,247361,432818,0.1061,1.1647,0.0859,0.1806,0.0131,0.0866
ya_warmup5000000_sim5000000-453.povray-252B,2.3457,2.3613,1.0066,0.3958,0.5939,0.2587,0.8810,269,771,259,35,2.3467,1.0004,0.2879,0.5232,0.2821,0.9384
ya_warmup5000000_sim5000000-444.namd-23B,3.5594,3.6226,1.0177,0.6510,0.8577,0.5388,0.9648,514,440,329,12,3.6201,1.0170,0.4540,0.8236,0.4466,0.9776
ya_warmup5000000_sim5000000-458.sjeng-1088B,1.3455,1.3464,1.0007,0.0345,0.0898,0.0672,0.0337,17,236,365,10453,1.3463,1.0006,0.0456,0.0775,0.0699,0.0312
ya_warmup5000000_sim5000000-434.zeusmp-10B,2.7236,3.1994,1.1747,0.2253,0.6899,0.1145,0.4811,3410,26365,6201,6687,3.2186,1.1817,0.1756,0.6271,0.1459,0.4174
ya_warmup5000000_sim5000000-433.milc-127B,0.5645,0.5561,0.9850,0.4235,0.1961,1.0000,0.1352,20239,0,5470,34997,0.5493,0.9730,0.9970,0.1936,1.0000,0.9383
ya_warmup5000000_sim5000000-447.dealII-3B,2.8341,2.8405,1.0023,0.9008,0.8824,0.8992,1.0000,4200,471,78,0,2.8398,1.0020,0.7400,0.8403,0.7397,1.0000
ya_warmup5000000_sim5000000-450.soplex-247B,0.4049,0.5816,1.4365,0.5316,0.6780,0.9665,0.4843,17925,622,82597,87937,0.5580,1.3783,0.5936,0.6008,0.8280,0.4494
ya_warmup5000000_sim5000000-401.bzip2-7B,2.0466,2.1548,1.0528,0.3745,0.6735,0.6733,0.3597,443,215,4799,8542,2.1125,1.0322,0.3989,0.5106,0.4256,0.3782
ya_warmup5000000_sim5000000-416.gamess-875B,2.8231,2.8343,1.0040,0.8022,0.6373,0.2188,0.9809,14,50,205,4,2.8324,1.0033,0.2208,0.5153,0.1817,1.0000
ya_warmup5000000_sim5000000-401.bzip2-277B,2.0844,1.3519,0.6486,0.1115,0.1676,0.1364,0.1115,9,57,24894,198422,1.7792,0.8536,0.1617,0.0834,0.0797,0.1620
ya_warmup5000000_sim5000000-482.sphinx3-1100B,1.1527,1.8614,1.6147,0.6108,0.8411,0.9855,0.4893,19724,290,30207,31523,1.8097,1.5699,0.6596,0.7760,0.8561,0.4557
ya_warmup5000000_sim5000000-454.calculix-104B,1.9375,1.9377,1.0001,1.0000,0.2500,1.0000,1.0000,2,0,1,0,1.9377,1.0001,1.0000,0.2500,1.0000,0.0000
ya_warmup5000000_sim5000000-481.wrf-455B,1.7980,2.9575,1.6449,0.9457,0.8694,0.9324,0.9678,18453,1338,11578,385,2.9716,1.6528,0.9152,0.8863,0.9195,0.5670
