pmp_GMean_Speedup,pmp_Mean_Baseline_IPC,pmp_Mean_PMP_IPC,pmp_Mean_Overall_Accuracy,pmp_Mean_LLC_Coverage,pmp_Mean_L1D_Coverage,pmp_Mean_L2C_Coverage,pmp_Mean_Late_Ratio,pmp_Mean_L1D_Accuracy,pmp_Mean_L2C_Accuracy,pmp_Mean_L1D_Useful,pmp_Mean_L1D_Useless,pmp_Mean_L2C_Useful,pmp_Mean_L2C_Useless
1.1751,1.8219,2.0736,0.5588,0.6065,0.2496,0.5013,0.1473,0.6990,0.5029,426887.8889,47497.6162,645550.7273,1443428.1313
