pmp_GMean_Speedup,pmp_Mean_Baseline_IPC,pmp_Mean_PMP_IPC,pmp_Mean_Overall_Accuracy,pmp_Mean_LLC_Coverage,pmp_Mean_L1D_Coverage,pmp_Mean_L2C_Coverage,pmp_Mean_Late_Ratio,pmp_Mean_L1D_Accuracy,pmp_Mean_L2C_Accuracy,pmp_Mean_L1D_Useful,pmp_Mean_L1D_Useless,pmp_Mean_L2C_Useful,pmp_Mean_L2C_Useless
1.1655,1.8219,2.0588,0.5403,0.5498,0.3027,0.4719,0.1226,0.5898,0.4225,768446.6970,453970.6162,205111.5556,691314.9798
