Trace,IPC,L1D_MPKI,L2_MPKI,LLC_MPKI,Simulation_Time(s),L2_Prefetch_Requested,L2_Prefetch_Useful,L2_Prefetch_Accuracy
trace4.champsimtrace.xz,0.150547,46.3181,105.738,91.0034,33,0,0,0.0
