Trace,IPC,L1D_MPKI,L2_MPKI,LLC_MPKI,Simulation_Time(s),L2_Prefetch_Requested,L2_Prefetch_Useful,L2_Prefetch_Accuracy
trace2.champsimtrace.xz,0.561142,45.4803,38.7349,26.0084,10,0,0,0.0
