Trace,IPC,L1D_MPKI,L2_MPKI,LLC_MPKI,Simulation_Time(s),L2_Prefetch_Requested,L2_Prefetch_Useful,L2_Prefetch_Accuracy
trace1.champsimtrace.xz,0.270017,47.8861,39.4864,18.394,21,0,0,0.0
