workload,ipc_no,ipc_pmp,pmp_Speedup,pmp_Overall_Accuracy,pmp_LLC_Coverage,pmp_L1D_Coverage,pmp_L2C_Coverage,pmp_L1D_Accuracy,pmp_L2C_Accuracy,pmp_L1D_Useful,pmp_L1D_Useless,pmp_L2C_Useful,pmp_L2C_Useless
481.wrf-1281B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
429.mcf-51B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
437.leslie3d-232B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
482.sphinx3-1395B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
444.namd-120B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
435.gromacs-134B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
473.astar-42B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
410.bwaves-2097B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
459.GemsFDTD-1320B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
471.omnetpp-188B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
444.namd-321B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
459.GemsFDTD-765B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
437.leslie3d-149B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
435.gromacs-228B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
459.GemsFDTD-1211B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
429.mcf-184B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
436.cactusADM-1804B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
444.namd-166B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
482.sphinx3-234B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
600.perlbench_s-210B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
465.tonto-44B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
473.astar-359B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
483.xalancbmk-716B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
401.bzip2-226B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
470.lbm-1274B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
454.calculix-460B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
437.leslie3d-271B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
435.gromacs-111B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
429.mcf-217B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
429.mcf-22B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
453.povray-800B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
465.tonto-1914B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
453.povray-887B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
401.bzip2-38B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
459.GemsFDTD-1418B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
483.xalancbmk-127B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
481.wrf-1170B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
464.h264ref-64B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
445.gobmk-17B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
464.h264ref-30B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
433.milc-274B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
403.gcc-48B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
444.namd-44B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
600.perlbench_s-570B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
456.hmmer-88B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
435.gromacs-226B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
458.sjeng-31B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
437.leslie3d-273B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
400.perlbench-41B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
464.h264ref-57B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
429.mcf-192B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
453.povray-252B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
444.namd-23B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
458.sjeng-1088B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
434.zeusmp-10B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
433.milc-127B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
447.dealII-3B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
450.soplex-247B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
401.bzip2-7B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
416.gamess-875B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
401.bzip2-277B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
482.sphinx3-1100B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
454.calculix-104B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
481.wrf-455B,0,0,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0,0,0,0
