Trace,IPC,L1D_MPKI,L2_MPKI,LLC_MPKI,Simulation_Time(s),L2_Prefetch_Requested,L2_Prefetch_Useful,L2_Prefetch_Accuracy
trace2.champsimtrace.xz,0.561888,45.4794,38.9412,26.1082,9,6228,2080,44.0491
