Trace,IPC,L1D_MPKI,L2_MPKI,LLC_MPKI,Simulation_Time(s),L2_Prefetch_Requested,L2_Prefetch_Useful,L2_Prefetch_Accuracy
trace3.champsimtrace.xz,0.327471,150.737,185.588,184.325,27,5012240,1291444,54.0054
