Trace,IPC,L1D_MPKI,L2_MPKI,LLC_MPKI,Simulation_Time(s),L2_Prefetch_Requested,L2_Prefetch_Useful,L2_Prefetch_Accuracy
trace4.champsimtrace.xz,0.155593,46.3167,107.926,93.3098,32,2084016,436483,69.2533
