pmp_GMean_Speedup,pmp_Mean_Baseline_IPC,pmp_Mean_PMP_IPC,pmp_Mean_Overall_Accuracy,pmp_Mean_LLC_Coverage,pmp_Mean_L1D_Coverage,pmp_Mean_L2C_Coverage,pmp_Mean_Late_Ratio,pmp_Mean_L1D_Accuracy,pmp_Mean_L2C_Accuracy,pmp_Mean_L1D_Useful,pmp_Mean_L1D_Useless,pmp_Mean_L2C_Useful,pmp_Mean_L2C_Useless
1.1688,1.9559,2.2177,0.6043,0.6464,0.2442,0.5483,0.1173,0.6132,0.5780,9439.9394,1102.9495,17134.7677,35662.4949
