pmp_GMean_Speedup,pmp_Mean_Baseline_IPC,pmp_Mean_PMP_IPC,pmp_Mean_Overall_Accuracy,pmp_Mean_LLC_Coverage,pmp_Mean_L1D_Coverage,pmp_Mean_L2C_Coverage,pmp_Mean_Late_Ratio,pmp_Mean_L1D_Accuracy,pmp_Mean_L2C_Accuracy,pmp_Mean_L1D_Useful,pmp_Mean_L1D_Useless,pmp_Mean_L2C_Useful,pmp_Mean_L2C_Useless
1.1575,1.9559,2.2009,0.5446,0.5842,0.2953,0.5044,0.1129,0.5706,0.4954,17651.2525,10201.9899,5804.1616,18203.9293
